text,search_needed,confidence
How to filter an associative array that takes an character/key and matched that char with all of the keys in an array and return the array which matched the criteria.. like we query database **'select all from table-name where username LIKE %search%'** and database return all those which matches. But i want to do with associative arrays to send an ajax call for every key up on client side and server takes that key and filter then send back the results,1,0.9
I can't succeed to create the command subl for using Sublime Text 3 with the terminal MAC OS 10 Sierra for using it for GitHub purpose.,0,0.85
How to store different location in database and retrieve the location on Google maps in Android studio . I want to add location with product details cz user can easily found the product Location,0,0.9
I have a website here: http://www.agapegreekradio.com/ And i want to add a scroll up to this part: How can I do that using WP? can you show me the steps?,0,0.85
"Things run without any problem when I work on IntelliJ, but when I try to compile and run my Scala code in the command line (with sbt run ) the following error message pops up. I'm using Ubuntu 14.04 LTS. And my Scala version is 2.9.2. I barely started learning Scala a few weeks ago, so if anyone could provide some advice on what I should look into, it would be greatly appreciated.",0,0.92
"In an attempt to understand what I may use for OpenId Connect Server implementation, I have looked into what each of them is: IdentityServer4 : AspNet.Security.OpenIdConnect.Server : OpenIddict : Also have checked that all of them use well the ASP.NET Core Identity as a membership system. And so my current understanding is that IdentityServer4 and OpenIdConnect.Server are two alternative frameworks that solve the same problem. The main difference is the list of supported ASP.NET Core versions. Regarding Openiddict - it is a kind of extension to simplify server creation based on AspNet.Security.OpenIdConnect.Server . Have I missed something, or this is how things in general are?",1,0.9
I've set up a basic react application with webpack but I couldn't get the webpack-dev-server running properly. I've installed webpack-dev-server globally and tried running the command sudo webpack-dev-server --hot as hot reloading was required. The project seems to be working fine with just webpack cmd. It builds into my build folder and I can get it working via some server but it wont work with webpack-dev-server . From terminal its clear that the build process has completed with no error being thrown [ webpack: bundle is now VALID. ] and its in fact watching properly because on any change it does trigger the build process but it doesn't really gets built [it doesn't serve my bundle.js]. I tried changing the entire config and still couldn't get the issue resolved. It would be much appreciated if someone can help. Following is my webpack.config.js file.,0,0.92
"I've a modal in my website but when I click on button, the overlay appear but the content of modal doesn't appear. My code : Demo of my problem : https://gyazo.com/cdc0db8a082043ed6140bb490cd7d1c4",1,0.9
"I have read this answer on SO and this is the code I am using: HTML JS The php sets var removeThisId as 248 But when I click the remove button the input field value becomes: While I am expecting to simply remove the value. Also note that the input values could have 248,242 so two variables and a comma, clicking on remove should remove the current ID and the comma if present.",1,0.9
"How do you search Google App Engine logs in the new Cloud Console using regular expressions? This blog post suggests you just need to type regex:my.*query to search, but that does not seem to work in the logging console. When I do that, it auto-corrects to the following query text:regex:my.*query .",1,0.9
"In my jenkins pipeline file I use the JsonSlurperClassic to read build configurations from a .json file. This however introduces code that needs to be approved over the in-process Script Approval page. This works fine when I do it over the GUI. However I also have a script that automatically sets up my jenkins machine which should create a ready-to-work machine that does not require further GUI operations. This script already uses the jenkins script console to approve slave start-up commands. The groovy code that is executed in the script console to do this looks like this. This works fine, but now I want to use the same code to approve the script snippets that come from my pipeline. I exchanged the first two lines with where the scriptSnippet is taken from the scriptApproval.xml file. Executing this adds a new entry to the scriptApproval.xml file but does not remove the entry that contains the script snippet. This means it does not work. My guess is, that the language is wrong, but other values I tried like groovy-sh or system-commands did not work either. Do you have any ideas why it does not work? Thank you for your time.",1,0.9
"I am trying to divide my frames into more subframes and call a button for one subframe, but my in my code below, my suframes appears to away from my frame. I would be grateful if someone could help me. enter code here #!/usr/bin/python import time import RPi.GPIO as GPIO from tkinter import * import tkinter as tkenter GPIO.setmode(GPIO.BCM) GPIO.setwarnings(False) GPIO.setup(5, GPIO.OUT) #Luminária A GPIO.setup(6, GPIO.OUT) #Luminária B GPIO.setup(13, GPIO.IN) #Luz ambiente no setor GPIO.setup(19, GPIO.IN) #Pessoas no setor GPIO.output(5, GPIO.LOW) GPIO.output(6, GPIO.LOW) LARGE_FONT = (""Verdana"", 12) def leD(): if ((GPIO.input(5)) and (GPIO.input(6))): GPIO.output(5, GPIO.LOW) GPIO.output(6, GPIO.LOW) app.frames[Acionamento].vendasFrame.vendasAcionamento[""text""]=""Lights on"" else: GPIO.output(5, GPIO.HIGH) GPIO.output(6, GPIO.HIGH) app.frames[Acionamento].vendasFrame.vendasAcionamento[""text""]=""Lights off"" def sairr(): GPIO.cleanup() exit() class showAcionam(tk.Tk): def __init__(self, *args, **kwargs): tk.Tk.__init__(self, *args, **kwargs) container = tk.Frame(self) container.pack(side=""top"", fill=""both"", expand = True) container.grid_rowconfigure(0, weight=1) container.grid_columnconfigure(0, weight=1) self.frames = {} frame = Acionamento(container, self) self.frames[Acionamento] = frame frame.grid(row=0, column=0, sticky=""nsew"") self.show_frame(Acionamento) def show_frame(self, cont): frame = self.frames[cont] frame.tkraise() class Acionamento(tk.Frame): def __init__(self, parent, controller): tk.Frame.__init__(self, parent) label = tk.Label(self, text=""Acionamento"", font=LARGE_FONT) label.pack(padx=5,padx=5) #Subframe 1 vendasFrame = tk.Frame(self) vendasFrame.pack(side=left, anchor=""center"") vendasAcionamento = tk.Button(vendasFrame, text=""Luminárias desligadas"", command = leD) vendasAcionamento.pack(side=""top"") self.vendasAcionamento = vendasAcionamento #Subframe 2 engenhariaFrame = tk,Frame(self) engenhariaFrame.pack(side=""left"", anchor=""center"") app = showAcionam() app.mainloop() >>> Exception in Tkinter callback Traceback (most recent call last): File ""/home/pi/TCC.py"", line 65, in leD app.frames[Acionamento].vendasFrame.vendasAcionamento[""text""] = ""100% de iluminação"" AttributeError: 'Acionamento' object has no atribute 'vendasFrame'",0,0.92
"I am still trying to figure out what does _doc represents in elasticsearch? From the documentation, two places I could find it's usage are: While in sorting, it is recommended that _doc is better because the benefit of sorting by _doc is that elasticsearch can efficiently skip to the next matching document when moving to the next page (it will simply ignore all docs that have a smaller doc id than the last returned document). Source Another reference to _doc was mentioned in this git request which talks putting field name against _doc. Can someone exactly tell what is _doc actually?",1,0.9
"I tried to find best way of having ternary operator in python, but didn't find conclusive information. Is using lambda, as shown below, the best way? What is the best way to do below operation in one line?",0,0.9
"I have three view controllers (first, second and third view controllers), first view controller and second view controller has 4 text fields each one, after entering the data in text fields we can go from one VC to another along with data, finally we display data in third VC. The problem is if go back from second to first my text field data is gone why? How to solve this problem? Please give me answer any one....",0,0.9
"I have a pointer array of Word (objects) and I have to assign another object of type Word to this objects array. Using this two lines of code I put the new object w inside my objects array ( word ). Then I print my objects array and everything comes out right After ""End of function"" we return to the main class that call to another function. This function print the objects array again but now the function does not print the w object that I insert in the previous function. Second function Can anyone explain to me why this is happening and how it can be arranged.",1,0.9
"I have a function that produce random number at certain range, i use it for spawning object using array index, but i confused when i instatiate 3 object sometimes 2 object are same, it's mean there are 2 same number on different array. i wan to check its already saved in array or not. can you guys help me ? , Thanks void buatobjek (){ for (int i = 0; i < 2; i++) { buatrandom = Random.Range (0, jumlahrandom); simpannomorobject [i] = buatrandom;",1,0.9
# Approach I have started using the [Brave browser](https://brave.com/) and as I usually develop with WebStorm I would like to add it as a shortcut in the upper left (_also with Firefox or Chrome_) [![Acces direct][1]][1] # Question How can I do it ? *Thank you* [1]: https://i.stack.imgur.com/IxrTE.png,0,0.85
"There is [flot][1] library What should I do, to get plotclick/plothover tooltip right if whole body of a page get applied such css rule: `transform: scale(0.5);` flot source uses function `findNearbyItem` to find item hovered. [[**FIDDLE**]][2] that demonstrates both cases - *scale(1), and scale(.5)* [1]: http://www.flotcharts.org/ [2]: http://jsfiddle.net/hhxyy4t9/",0,0.9
"I did an android studio update and updated flutter and now the IDE is stuck in an indexing loop. At the bottom center it keeps flashing 'Updating Indexes...' and my projects projectName.iml file keeps flashing between being a file icon and a folder with a green dot icon. Also each file error indicator flashes between the green check to the eye icon. Not Indexing State Icon: Indexing State Icon: I've invalidated the caches and restarted several times and every flutter project is having this same issue. When the update completed I got a flutter notification that reads: I'm able to continue work on the project and launch the application in the emulator without any problems, it's just distracting having this constant flashing on the screen. Anyone else having this problem and found a solution? Flutter Plugin: Version: 23.0.2 Flutter SDK Version: Flutter 0.2.3 • channel beta • https://github.com/flutter/flutter.git Framework • revision 5a58b36e36 (2 weeks ago) • 2018-03-13 13:20:13 -0700 Engine • revision e61bb9ac3a Tools • Dart 2.0.0-dev.35.flutter-290c576264 Dart Plugin: Version: 173.4700 Dart SDK: Path: ~/dev_mobile/flutterSDK/flutter/bin/cache/dart-sdk Version: 2.0.0-edge.***cc5fe0 Coverage Plugin: Version: 173.4301.25 Android Studio:",0,0.92
"I am making a spelling bee game that gets words from Oxford Dictionary's API. The app delivers words expected, but its failure rate is higher than I want. I'm getting about a 25 to 36 percent success rate; most words deliver a nil result but that's obviously my fault, not the API's. I want a higher success rate because the API is not free. Or is this kind of hit-rate typical for major APIs? I know that I need to change this over to Swift 4's Decodable for JSON but I haven't gotten around to figuring that one out yet. Can you find anything in my code that would cause perfectly simple words to be skipped, such as one-syllable words that would be in any dictionary? At the end of the code, I've tacked on a sample console log of the words that succeed and fail.",0,0.9
Which advanced Python libraries should I use to make the following code more succinct and neater?,0,0.9
"I would like to create automated release notes based on the Pull Request description like ""Add legal resolutions claim report function"" on the screen below. I'm not very good with Pull Requests and not even sure is that ""description"" is Bitbucket only functionality. However the question is how can I automatically get this description from Pull Request? I couldn't find anywhere in the commits messages.",1,0.9
"The app is expected to accept two numbers, and on button click, print the sum in the textView. The layout appears as expected as this as desired : Layout But on button click, the app 'stops like this : Stopping message . and the java file is. When I run the app, it shows the layout as desired on the mobile and also on the emulator. It also accepts the two numbers properly. But when the button is clicked, the app stops as shown. I am using Android 3.1.3. Kindly advise where I am going wrong ?",1,0.9
I want to store the value of x in js variable into php variable on the same page.,0,0.85
"I want to keep some variables across many pages in php until I log out. For example, if I enter the company name in a form, I should be able to retrieve it via session across other pages. How can this be done? Also, how can I destroy those session? I am using MySql database to store data.",0,0.9
I have the array of promises. I'm using Promise.all to handle them all. But how can I take the array of values from it? Something like: Cannot find respective example. Thank you in advance,0,0.9
I just ran npm install --save sequelize pg pg-hstore in my project root directory and now I am unable to invoke sequelize init. I get the error: -bash: sequelize: command not found. What am I doing wrong?,0,0.92
"So what I'm doing is grabbing the HTML code for my header from a text file. But once a User logs in I want it to say Welcome ""Username"" at the top, which is a dropdown to account settings, cart, etc... So since I'm inserting the HTML into a DIV on page load, I don't actually have access to any of the elements inside in C#. How would I go about doing this? Is there anyway to access something like 's inner text, after its loaded in from the text file? Would like to do this with C# not JS please.",0,0.9
"how i can pass the value from current coordinat this my code Geolocation.getCurrentPosition().then((position) => { this.myLat = position.coords.latitude; this.myLng = position.coords.longitude; console.log(this.myLat+"" <==> ""+this.myLng); }); i want print `this.myLat` and `this.myLng` let usersLocation = { lat: this.myLat, lng: this.myLng }; i want dinamics value if i use static value it will be: let usersLocation = { lat: 3.9764484, lng: 122.5089854 };",1,0.9
"When I run the following code I receive the error - Exception in thread ""main"" java.lang.Error: Unresolved compilation problem: at homework6.main(homework6.java:6) I researched why this could occur and previous answers had said the class name needed to match the java file name, my class matches that of the .java file as well. I also tried removing ""void"" and the entire statement altogether, but then a new error occurred saying I needed public void main(String[] args). Am I encountering a different problem then the class and .java? public class homework6 { public static void main(String[] args){ class Date { private int month; private int day; private int year; private String name; public Date() { } {month=1; day=1; year=2001; name=""January""; } public Date(int m, int d, int y) {setDate( m, d, y); } public void setDate(int m, int d, int y) {month= m; day=d; year=y; if(m==1) name=""January""; else if(m==2) name=""February""; else if(m==3) name=""March""; else if(m==4) name=""April""; else if(m==5) name=""May""; else if(m==6) name=""June""; else if(m==7) name=""July""; else if(m==8) name=""August""; else if(m==9) name=""September""; else if(m==10) name=""October""; else if(m==11) name=""November""; else if(m==12) name=""December""; } public void showDate1() {System.out.println(month+""/""+day+""/""+year); } public void showDate2() {System.out.println(name+""""+day+"",""+year); } public void showDate3() {System.out.println(day+""""+name+""""+year); } } } } }",0,0.92
"I've been searching around and it comes out that if we don't assign a value of a variable, the output will be undefined. Is that correct and if so, why upon typing on the console: Hello! - there are no tabs or blanks but the output is?: Blanks: 0 Tabs: 1 New Lines: 1 Why Blanks isn't 1 as well just like Tabs is 1 even when there is obviously no tab ? Is it because we didn't assign any value at the beginning of our code then it can be whatever the compiler decides?",0,0.92
"I have list of elements (find_elements_by_css_selector), and now i need to get their css locators. I trying something like: foo.get_property('css_selector') but it return None.",1,0.9
"I'm trying to port the below function from matlab to python, and this part of the code **maskedRGBImage(repmat(~BW,[1 1 3])) = 0** that set the background pixels to zero where BW is false is driving me nuts. What is the equivalent of it in Python? function [BW,maskedRGBImage] = createMask(RGB) I = rgb2hsv(RGB); % Define thresholds for channel 1 based on histogram settings channel1Min = 0.985; channel1Max = 0.460; % Define thresholds for channel 2 based on histogram settings channel2Min = 0.264; channel2Max = 1.000; % Define thresholds for channel 3 based on histogram settings channel3Min = 0.000; channel3Max = 1.000; % Create mask based on chosen histogram thresholds sliderBW = ( (I(:,:,1) >= channel1Min) | (I(:,:,1) <= channel1Max) ) & ... (I(:,:,2) >= channel2Min ) & (I(:,:,2) <= channel2Max) & ... (I(:,:,3) >= channel3Min ) & (I(:,:,3) <= channel3Max); BW = sliderBW; % Initialize output masked image based on input image. maskedRGBImage = RGB; % Set background pixels where BW is false to zero. maskedRGBImage(repmat(~BW,[1 1 3])) = 0; end",1,0.9
"I have a sample array like this [ ""BTCUSD"", ""DASHBTC"", ""DOGEUSD"", ""LTCBTC"", ""LTCUSD"", ""SCBTC"", ""STEEMBTC"", ""WAVESBTC"", ""SNGLSBTC"", ""1STBTC"", ""DASHUSD"", ""BQXETH"", ""PTOYETH"", ""XAURETH"" ] How to get just one currency for every string ?? I cant use explode because every string doesn't have delimiter. And I cant use substr or strpos because its dynamic value. So how to split it ??",0,0.9
"I have a list with 20 numbers in it (theList). I want to read it backards and have this function to do that: I call the function from my UserInterface in this function: But this doesn't work correctly and I get the following error message: Why? I don't know what I'm doing wrong this time. I thought that I had to create a temporary list and push_back the values in to that and return that list, but I guess I was wrong and I'm really not good at this. Can someone help me? Maybe I'm totally out of bed here? :O",0,0.92
I want user to transfer data from excel files into sql using C# winform one file at a time. The excel files consist of similar column and so there might be some new columns or columns absent. Row data will vary. For eg: **excel file1** **excel file2** **excel file3** Name City State Name City Zip Name City County In my existing SQL table I have columns- **Name City Population Schools** What is the best way to insert the new excel files with similar columns names into existing SQL db. Thought so far - Copy new excel file data into temporary tables and then insert into existing table. Problem is that how write c# code/sqlquery which would insert new excel data with more or less columns than existing SQL table Please suggest.,1,0.9
"Initializing GL_List for processing. glBegin(GL_POINTS); for (i = 0; i < faceNum; i++) { mesh->GetFaceNodes(i + 1, ver[0], ver[1], ver[2], ver[3]); glVertex4i(ver[0] - 1, ver[1] - 1, ver[2] - 1, i+1); } glEnd(); glEndList(); Vertex Shader gives me a compilation error and doesn't know why. Vertex Shader: varying out int final; void main( void ) { final = gl_Vertex.w; // want to pass this face index on to fragment shader gl_PointSize=1.0; } Fragment Shader: varying int final; void main( void ) { if (color.z<0.0) gl_FragData[0] = vec4(final/100 ,final/1000, -(gl_FragCoord.z), 0);// want to check that value of the face index is being passed from vertex shader to fragment shader or not. else gl_FragData[0] = vec4(final/100 ,final/1000, gl_FragCoord.z, 0); }",0,0.92
"i have a text file with: the contents: > recipName=Fork friend=Cup sonName=Spork feature=hair sendName=Spoon"" what i want to do is copy all the words before an = sign to one character array, and copy the stuff to the right of the = to another character array or string. this is my code so far: int main (int argc, char * argv[]) { char data[100]; char line[5][100]; char key[5][100]; char value[5][100]; FILE * fdata = fopen(argv[1], ""r""); //read data.txt file FILE * ftemp = fopen(argv[2], ""r""); //read and write to template.txt file if (fdata == NULL) { printf(""could not read file.\n""); } int i = 0; while (fgets(data, 100, fdata) != NULL) { printf(""data: %s"", data); //this is where i get stuck, idk how to utilize this loop to copy the variable and variable names from the data.txt file i was given...thanks for the help ++i; } fclose(fdata); fclose(ftemp); return 0; }",1,0.9
"I want to get content of text file. In addition, how can I use in JavaScript? e.g line by line or array?",0,0.9
I'm using Tkinter's canvas and I'd like to create a checkered black and white pattern with it but I'm stuck on how I'd do it. Wondering if anyone would be able to help me? Thanks!,1,0.9
"I create many activity for my project, but I have some problem when go to one activity to another @Override protected void onCreate(Bundle savedInstanceState) { super.onCreate(savedInstanceState); setContentView(R.layout.activity_transaksibaru); getSupportActionBar().show(); getSupportActionBar().setHomeButtonEnabled(true); getSupportActionBar().setDefaultDisplayHomeAsUpEnabled(true); getSupportActionBar().setDisplayHomeAsUpEnabled(true); radioGroup = (RadioGroup) findViewById(R.id.editJenis); KeteranganTrx = (EditText)findViewById(R.id.editKeterangan); JumlahTrx = (EditText)findViewById(R.id.editJumlah); JumlahTrx.addTextChangedListener(onTextChangedListener()); SubmitTransaksi = (TextView) findViewById(R.id.buttonSubmit); SubmitTransaksi.setOnClickListener(new View.OnClickListener() { @Override public void onClick(View view) { // Checking whether EditText is Empty or Not CheckEditTextIsEmptyOrNot(); if(CheckEditText){ // If EditText is not empty and CheckEditText = True then this block will execute. ProsesTransaksi(JenisTrxHolder,KeteranganTrxHolder, JumlahTrxHolder); } else { // If EditText is empty then this block will execute . Toast.makeText(TransaksiBaru.this,""Pastikan Semua Kolom Terisi"", Toast.LENGTH_SHORT).show(); } } }); } private TextWatcher onTextChangedListener() { return new TextWatcher() { @Override public void beforeTextChanged(CharSequence s, int start, int count, int after) { } @Override public void onTextChanged(CharSequence s, int start, int before, int count) { } @Override public void afterTextChanged(Editable s) { JumlahTrx.removeTextChangedListener(this); try { String originalString = s.toString(); Long longval; if (originalString.contains("","")) { originalString = originalString.replaceAll("","", """"); } longval = Long.parseLong(originalString); DecimalFormat formatter = (DecimalFormat) NumberFormat.getInstance(Locale.US); formatter.applyPattern(""#,###,###,###""); String formattedString = formatter.format(longval); //setting text after format to EditText JumlahTrx.setText(formattedString); JumlahTrx.setSelection(JumlahTrx.getText().length()); } catch (NumberFormatException nfe) { nfe.printStackTrace(); } JumlahTrx.addTextChangedListener(this); } }; } public void ProsesTransaksi(final String S_Jenis, final String S_Keterangan, final String S_Jumlah){ class ProsesTransaksiClass extends AsyncTask { @Override protected void onPreExecute() { super.onPreExecute(); progressDialog = ProgressDialog.show(TransaksiBaru.this,""Loading Data"",null,true,true); } @Override protected void onPostExecute(String httpResponseMsg) { super.onPostExecute(httpResponseMsg); progressDialog.dismiss(); if(httpResponseMsg.equalsIgnoreCase(""Transaksi berhasil di simpan"")){ Toast.makeText(TransaksiBaru.this,httpResponseMsg.toString(), Toast.LENGTH_SHORT).show(); finish(); Intent IntentDashboard = new Intent(getApplicationContext(),UserDashboard.class); startActivity(IntentDashboard); } else{ Toast.makeText(TransaksiBaru.this,httpResponseMsg.toString(), Toast.LENGTH_SHORT).show(); } } @Override protected String doInBackground(String... params) { hashMap.put(""JenisTrx"",params[0]); hashMap.put(""KeteranganTrx"",params[1]); String a = params[2]; a=a.replaceAll("","",""""); hashMap.put(""JumlahTrx"",a); finalResult = httpParse.postRequest(hashMap, HttpURL); return finalResult; } } ProsesTransaksiClass prosesTransaksiClass = new ProsesTransaksiClass(); prosesTransaksiClass.execute(S_Jenis,S_Keterangan,S_Jumlah); } public void CheckEditTextIsEmptyOrNot(){ int selectedId = radioGroup.getCheckedRadioButtonId(); JenisTrx = (RadioButton) findViewById(selectedId); JenisTrxHolder = JenisTrx.getText().toString(); KeteranganTrxHolder = KeteranganTrx.getText().toString(); JumlahTrxHolder = JumlahTrx.getText().toString(); if(TextUtils.isEmpty(JenisTrxHolder) || TextUtils.isEmpty(KeteranganTrxHolder) || TextUtils.isEmpty(JumlahTrxHolder)) { CheckEditText = false; } else { CheckEditText = true ; } } @Override public void onBackPressed() { this.finish(); } } when i press key back in my device, it directly close the app. What I want is when I press key back in my device it will back to previous activity. How to detect if there is previous activity then true back to previous activity. Any help for this?",0,0.92
"I have a factory-like function that is meant to return an sub-class instance of BaseApi . It currently looks something like this (trimmed out irrelevant parts): And I use it like this: This works, but I would like to be inferred by virtue of the fact that I'm passing the SomeApi constructor in. If I omit then someApi is inferred to be of type BaseApi , not SomeApi . Worse, there's really no compiler correlation between and typeof BaseApi being the same thing, so you can incorrectly do something like getApi (FirstApi) without a compiler error. So I tried defining the apiClass as typeof T : And I found that TS did not understand this usage of T . Is there any way to do this?",0,0.92
"I have been trying to push my local repo changes to github from command line. I have been away from git for a while now so I don't remember a few things. For the past hour I have been trying to push the repo without creating a remote repo on Github.com. As far as I remember, git push origin master/ git push is enough to push the local changes and if necessary create a repo on the remote server. However git push wouldn't let me push and automatically create the repo. So to save time, I created remote repo on github.com and add the remote repo url using git remote add origin https://mygithubrepoUrl.com and it worked. Is it necessary to create remote repo on Github and then add this url from command line to push changes? Can't Git automatically create repo and push changes?",1,0.9
"So I have to make a program where I have to compare each character of a string to see if they occur in the string more than once or not, if they occur more than once then I have to delete that string from an array list for instance ""peer"" and ""pear"" then it should remove ""peer"" because there are 2 e's in ""peer"", so how do I go about doing this?",1,0.9
I have searched a lot and even checked the link- https://developer.android.com/ndk/downloads/index.html but not finding android NDK for Linux 32 Bit. Kindly help.,0,0.85
How can I color status bar in swift ? i got a navigation bar that disappear when I Scroll my table but cells go under status bar... Here there is my navigation controller class NavigationController : UINavigationController { override func viewDidLoad() { super.viewDidLoad() UINavigationBar.appearance().barTintColor = Utility().coloreTitolo() UINavigationBar.appearance().translucent = false; UINavigationBar.appearance().tintColor = UIColor.whiteColor() navigationBar.titleTextAttributes = [NSForegroundColorAttributeName: UIColor.whiteColor()] },1,0.9
I have a textField and I would like to remove all character after a certain character. For instance if what I have in the textField is the word Orange and I want to remove all characters after the n I would like to get Ora after the deletion. How can I delete all characters after a certain character from a string in Swift? Thanks,0,0.9
"Okay, so im trying to figure out how to code in apple script and you can probably figure out what im doing with it by reading the code but my goal if for whatever is put into the text box is transfered to the body of an email, could you guys please help the code i have is below, sorry i don't know how to properly display my code, please help display dialog ""Hey, Would You Like To Go To A Movie Sometime?"" default answer linefeed buttons {""Yeah, I'd Love To"", ""No Thanks""} default button ""Yeah, I'd Love To"" set the choice to the button returned of the result if the choice is ""Yeah, I'd Love To"" then do shell script ""open -a \""Google Chrome\"" \"""" & ""https://mail.google.com/mail/? view=cm&fs=1&to=owenemcg@gmail.com&su=Movies&body= "" & ""\"""" else do shell script ""open -a \""Google Chrome\"" \"""" & ""https://mail.google.com/mail/? view=cm&fs=1&to=owenemcg@gmail.com&su=Movies&body=No thank you, thanks for the offer though "" & ""\"""" end if",1,0.9
"I have a datagrid, and I want whenever user adds a row, the row gets a total random color as follow: So its not precompile defined color as in many questions I saw (Like this ). My problem is in CellEditEnding Event, when I write Only first row gets Color and other cells remain white.",1,0.9
I am trying to understand the advantages of using UUID.randomUUID() over SecureRandom generator as the former uses securerandom internally.,0,0.85
"Sorry if this sounds uncomplicated i'm new to python If child score is greater or equal than 100 they should only get 8 presents, between 50 and 100 get 5 and below 50 get 2 it would display their score firstly like presents=[] People={""Dan"":22, ""Matt"":54, ""Harry"":78, ""Bob"":91} def displayMenu(): print(""1. Add presents"") print(""2. Quit"") choice = int(input(""Enter your choice : "")) while 2< choice or choice< 1: choice = int(input(""Invalid. Re-enter your choice: "")) return choice def addpresents(): name= input('Enter child for their score: ') if name == ""matt"".title(): print(People[""Matt""]) if name == ""dan"".title(): print(People[""Dan""]) if name == ""harry"".title(): print(People[""Harry""]) if name == ""bob"".title(): print(People[""Bob""]) present=input('Enter number of presenst you would like to add: ') if present #This is here i got stuck while option != 6: if option == 1: addpresents() elif option == 2: print(""Program terminating"") option = displayMenu()",1,0.9
"I am an experienced vb.net user, but i need a little help with something. My program asks the user what their name is, but I need a way to find out how to only ask it on the first time running the program. Please help. Something simple! Thanks",0,0.9
"CSharp When we pass the mouse over a button we can change the button back color using ""MouseOverBackColor"" and ""MouseDownBackColor"" using FlatApearance property box. How can I change a button text color in the same mode when the mouse pass over it? Thank you.",1,0.9
"string ascii = string.Empty; for (int i = 0; i < dec.Length; i += 3) { ***ascii += Convert.ToChar(Convert.ToByte(dec.Substring(i, 3)));*** } when i start the program, visual studio 2015 ,c# ,wpf always gives me an unhandled exception of the type 'System.FormatException' occured in mscorlib.dll",0,0.92
When a user submits a my form i want them to see a loading message that is contained in a hidden div. Here is my form definition: Here is the code for my div When the user clicks the button i can see the first console.log statement and alert statements execute. The second console.log statement does not execute. This tells me something is breaking at this line. I don't see any errors in the console. What can be the issue?,0,0.92
"I want to submit the form on the button click as well as navigate to the next page. But it shows an error --- ""Form submission canceled because the form is not connected"". So, can anyone help me with this problem??",0,0.92
"I have to remove the Object if the value is 0. By using this code, only several were removed, but some were not. public static List removeZeroValue(List list) { for (int a=0; a<list.size(); a++) { DataEntityInteger entityInteger = list.get(a); if (entityInteger.getValue() == 0) { list.remove(a); } } return list; } `DataEntityInteger` class: public class DataEntityInteger { @SerializedName(""keyname"") @Expose private String keyname; @SerializedName(""value"") @Expose private Integer value; public String getKeyname() { return keyname; } public void setKeyname(String keyname) { this.keyname = keyname; } public Integer getValue() { return value; } public void setValue(Integer value) { this.value = value; } } So my question is, how can I remove all the zero-valued object in the `ArrayList`?",0,0.85
"I have the following code : public class UnitManager { public string Name { get; set; } public string Firstname { get; set; } public UnitManager(string name, string firstname) { this.Name = name; this.Firstname = firstname; } } class Other { } class Program { static void Main(string[] args) { var player1 = new UnitManager(""p1Name"", ""p1FirstName""); var player2 = new UnitManager(""p2Name"", ""p2FirstName""); } } So, i have created 2 objects in the program class. what i'd like to do is access those instances from inside the ""Other"" class to // do stuff. For exemple, access player name, put a title in his name, then assess player2 and put another title. please, keep in mind, this is just an exemple, i'm not actually planning on using this, i'm just trying to grasp the concept.",0,0.85
What is the best way to read environment variables in SpringBoot ? In Java I did it using: Is it possible to do it using @Value annotation?,0,0.9
"I want to rename files in a folder. Suppose I'm having file names in Column A that has to be changed with the new values which are there are in Column B. Please suggest something. Also, the extension shouldn't change while renaming.",0,0.85
"oke the the title is very confusing i know, so let me explain the problem. i have a class let's call him A class1.cs public int A(int i) { return i } in Form1.cs i do this private void Form1_Load(object sender, EventArgs e) { int a = 1; int b = 1; Class1 A = new Class1(); Class1 B = new Class1(); A.Test(a); B.Test(b); } so what i want to do is sum the variables. you can do this by doing this: int c = A.Test(a) + B.Test(b); but i want to do this in a class. how should i do this? could you please help me?",0,0.85
AS mentioned no direct script access allowed but if i will not use this line then how can i can get direct access?? **defined('BASEPATH') OR exit('No direct script access allowed');** what will be the total criteria??,0,0.85
"I am trying to create tooltips using css. The idea is to make the tooltip vertically and horizontally centered to its parent element but keep it hidden before moving and displaying it on hover. Anyway, the following is my code: As you can see, the tooltip is not centered according to its parent element. I added the styles left: 50% , and top: 50% to it, but it still was not perfectly centered. How can I do this?",0,0.85
"Here is my code. I want to get text content of Product name which is only ""IDE"" not "" Product name: IDE"". Can anyone tell me how? Thanks!",0,0.85
"Does bootstrap 4 have a built in horizontal divider? I can do this, But I want to use the built in bootstrap css, I can't find it anywhere in the docs, maybe I'm missing it.",0,0.85
My files are set up like this: Root | tours----------------------about----------------gallery | | | tour1.html--tour2.html--tour3.html about.html gallery.html I want to link the about.html page to the tour1.html page. Is this possible? I've tried multiple things and I just can't figure it out. I know that if it were in the same folder I could use and if it was in the root folder I could use but it's not either of those.,0,0.85
"Just not getting the proper search term, but my question is how can i achieve this tableview feature where i can scroll to top, but only on further scrolling to top, a row appears on top of the first row. Similar feature where WhatsApp uses to show ""Archived Chats"", here scrolling to your chat list, further scrolling shows you Archived chats. I am using swift 2.3 Thank you",1,0.9
"Our professor at school gave us a ""simple"" programm task in C. We should create a 2D Array, fill it with random numbers and give it to another function. This function should give out the 2D-Array. The problem is: How do i hand over the 2D Array? Also i have a problem by calling the function. I Included the .h file, but it always give errors. The function which i want to call: Header part of the func:",0,0.92
Is there any way to add javascript script to facebook profile? I'd like to see alert ('hello') when I'll open my profile?,1,0.9
